|Wavelength|                  Flux|            Flux_error|
|    double|                double|                double|
|        nm|           W / (m2 nm)|           W / (m2 nm)|
|      null|                  null|                  null|
      336.0 1.4937863752686345e-14 2.3343296970423103e-15 
      338.0 1.4313128723148813e-14 2.3206948760778847e-15 
      340.0 1.2665213253589614e-14  1.946548389442049e-15 
      342.0 1.1532183845344397e-14 1.7353679718510306e-15 
      344.0  1.182964830446624e-14 1.8698096972555335e-15 
      346.0 1.2234402389268511e-14 1.9509454378352433e-15 
      348.0  1.160135482415706e-14 1.7495831829859477e-15 
      350.0 1.0680365340008646e-14  1.586520017777397e-15 
      352.0 1.1341456104505119e-14 1.8264345902099217e-15 
      354.0 1.2918376108269825e-14 2.1100260588179353e-15 
      356.0 1.2687979408814994e-14 1.9038988630471904e-15 
      358.0 1.1396984103414872e-14 1.6470318902617461e-15 
      360.0 1.1346535779929278e-14  1.772727674793044e-15 
      362.0  1.178326128152079e-14 1.9203522802473187e-15 
      364.0  1.136845136574423e-14 1.7220050303691207e-15 
      366.0 1.0431650855485375e-14 1.4454598174123797e-15 
      368.0 1.0568889491783378e-14 1.5490515454994936e-15 
      370.0 1.2184067791720313e-14  2.019733335196108e-15 
      372.0 1.3684769234611494e-14 2.2362303246610935e-15 
      374.0 1.3845043158422763e-14  2.011041665773609e-15 
      376.0 1.3769898251466652e-14  1.908680072479154e-15 
      378.0 1.5713472976697774e-14 2.4861279497373776e-15 
      380.0 1.9454461782522168e-14  3.451869416057168e-15 
      382.0    2.2263227444668e-14  3.822544912330299e-15 
      384.0 2.2807213671740017e-14  3.526618460558006e-15 
      386.0  2.258283798772002e-14 3.3446707500965075e-15 
      388.0 2.3211926957406582e-14  3.688603978549123e-15 
      390.0  2.414193820182975e-14  4.164431630986008e-15 
      392.0 2.4131783571966674e-14  4.202151184235405e-15 
      394.0 2.3058624641344553e-14 3.8139872813063954e-15 
      396.0  2.232362668427611e-14 3.5140573322782495e-15 
      398.0 2.3279899180444446e-14  3.698629233574074e-15 
      400.0  2.582316187557923e-14  4.306728955558241e-15 
      402.0  2.858237965148413e-14   4.91938521293525e-15 
      404.0  2.969914614970558e-14  5.081489565842135e-15 
      406.0 2.8637904746088933e-14 4.7461156067224264e-15 
      408.0 2.6296805928071555e-14  4.224554299229482e-15 
      410.0 2.4298996024536047e-14 3.9077330732703266e-15 
      412.0 2.3890895051662626e-14  3.994761150498851e-15 
      414.0  2.530353267125322e-14  4.398671457856878e-15 
      416.0 2.7531406100962738e-14  4.809787360629946e-15 
      418.0  2.935671698322995e-14  4.993671377025169e-15 
      420.0 2.9973459073016864e-14  4.912633209468736e-15 
      422.0  2.931078183016356e-14  4.688961316765142e-15 
      424.0 2.7882561293102298e-14  4.482785167753298e-15 
      426.0 2.6370575008501932e-14  4.384686565568134e-15 
      428.0 2.5081804776860017e-14  4.342774433705726e-15 
      430.0 2.4151375440374307e-14  4.261408364240212e-15 
      432.0  2.348002929656413e-14 4.0763570466898895e-15 
      434.0 2.3008548058685938e-14   3.82981435560229e-15 
      436.0  2.287001019638527e-14  3.646205333839083e-15 
      438.0 2.3220212700009136e-14   3.62978510799944e-15 
      440.0  2.398529192179039e-14  3.791234702375889e-15 
      442.0  2.500325558569934e-14  4.070191337242654e-15 
      444.0 2.5960871526318468e-14  4.342903853638959e-15 
      446.0  2.656063784693128e-14  4.489635503881807e-15 
      448.0 2.6631874434276596e-14 4.4540234214195914e-15 
      450.0 2.6199987877053753e-14  4.265705278583499e-15 
      452.0 2.5498595470318274e-14  4.020640804790966e-15 
      454.0 2.4820690100946668e-14  3.821667484177641e-15 
      456.0  2.438020732144342e-14  3.732416498564052e-15 
      458.0  2.431616424153621e-14  3.772191586682213e-15 
      460.0 2.4525192724155105e-14  3.895773607661981e-15 
