|Wavelength|                  Flux|            Flux_error|
|    double|                double|                double|
|        nm|           W / (m2 nm)|           W / (m2 nm)|
|      null|                  null|                  null|
      336.0 1.1380043262477863e-18  5.972199027525934e-19 
      338.0  9.777675317575629e-19    5.0892083827508e-19 
      340.0 1.2572578820010415e-18   4.84368060763977e-19 
      342.0 1.1289285319706564e-18  4.435517675870348e-19 
      344.0  7.505112368371112e-19 3.8972831730647324e-19 
      346.0  8.049663032335483e-19  3.802027972383589e-19 
      348.0 1.1991800826100154e-18  4.256076934486818e-19 
      350.0  1.146562426848514e-18  4.617801736470371e-19 
      352.0  7.204880351664924e-19  4.796202404599628e-19 
      354.0  9.139238336261567e-19 5.1430416013438545e-19 
      356.0 1.5644729540864585e-18   5.15760766129818e-19 
      358.0 1.4174359448029957e-18  4.379421633396172e-19 
      360.0 7.1318879225652855e-19  3.544972755260725e-19 
      362.0  4.777773612654174e-19  3.361701884380587e-19 
      364.0  9.722131068759196e-19 3.7834320329697814e-19 
      366.0 1.3620627077174934e-18 4.0456993931259406e-19 
      368.0 1.0132261480116618e-18 3.8119183969847344e-19 
      370.0  4.725069300766349e-19 3.5672483133394546e-19 
      372.0  5.868049882325445e-19 3.7251938049776537e-19 
      374.0  1.112288419565173e-18 3.8894115951333585e-19 
      376.0  1.163661520754669e-18  3.473884857574142e-19 
      378.0  6.702384035119802e-19 3.0240851376336475e-19 
      380.0  4.648113344473754e-19 3.2607197430145537e-19 
      382.0  9.101586544436786e-19 3.7601294941721645e-19 
      384.0  1.271157530063379e-18 3.7097896661724877e-19 
      386.0  9.643435064127652e-19 3.0074740224814424e-19 
      388.0  4.771910097880077e-19   2.58354561026296e-19 
      390.0  5.193203294222888e-19  2.960004509495982e-19 
      392.0 1.0456188316353763e-18  3.620924235718563e-19 
      394.0 1.4880590077300218e-18 3.9508442809684514e-19 
      396.0 1.5071744869466519e-18  3.931924762148747e-19 
      398.0 1.2762640489474895e-18 4.0846143553783275e-19 
      400.0 1.1769043945945351e-18  4.828860509624265e-19 
      402.0  1.376724748666659e-18  5.901377969684403e-19 
      404.0 1.6857894795601483e-18   6.61900350925311e-19 
      406.0 1.8161303790380664e-18  6.689618745779431e-19 
      408.0 1.6748719782708938e-18  6.402448738930893e-19 
      410.0 1.4352560182883593e-18 6.3105066430787925e-19 
      412.0  1.345655119926993e-18  6.703037901222615e-19 
      414.0 1.4861806112999579e-18   7.35029409594331e-19 
      416.0 1.6843221263634748e-18   7.62303755716307e-19 
      418.0 1.6925867715426776e-18  7.105886589447233e-19 
      420.0 1.4100122928672616e-18  5.948758993217162e-19 
      422.0   9.81363837893302e-19  4.788004598161207e-19 
      424.0   6.92148351127028e-19  4.273291834418049e-19 
      426.0  7.521526279499224e-19  4.679472081881204e-19 
      428.0 1.1419318972853798e-18  5.794522333584338e-19 
      430.0  1.644174007051212e-18   7.04916887855271e-19 
      432.0  1.998016272779431e-18   7.89563292198041e-19 
      434.0  2.071220669974469e-18  8.180575294947239e-19 
      436.0 1.9374916131852502e-18    8.1908456390377e-19 
      438.0 1.8012290466560756e-18 8.3709394713045585e-19 
      440.0   1.84978795576439e-18    9.0019968648481e-19 
      442.0  2.156680785185838e-18 1.0123484087551036e-18 
      444.0 2.6451107043067297e-18 1.1489848844797146e-18 
      446.0  3.154436781092284e-18  1.275180242255498e-18 
      448.0  3.539156019375351e-18  1.367418767031255e-18 
      450.0  3.744319653409783e-18 1.4255968249738654e-18 
      452.0  3.824902659326015e-18 1.4709021626572862e-18 
      454.0  3.893437646372772e-18 1.5286074499656611e-18 
      456.0  4.044618104512929e-18  1.611570163014715e-18 
      458.0  4.313847284622223e-18 1.7179453176275174e-18 
      460.0  4.640265818834137e-18  1.823301456983014e-18 
      462.0  4.927024238606711e-18 1.9021202592641477e-18 
