|Wavelength|                  Flux|            Flux_error|
|    double|                double|                double|
|        nm|           W / (m2 nm)|           W / (m2 nm)|
|      null|                  null|                  null|
      336.0  1.192419774013191e-14  1.533825372111817e-15 
      338.0 1.1373279651405882e-14 1.4367608656448103e-15 
      340.0 1.0153814973877987e-14 1.2432822083546627e-15 
      342.0   9.28987601309051e-15 1.1269695405782685e-15 
      344.0   9.48949948273315e-15 1.1654667298702976e-15 
      346.0  9.848482051915928e-15 1.2111261976175923e-15 
      348.0  9.456753274141123e-15 1.1506373280821718e-15 
      350.0  8.718271795237618e-15 1.0657409156549252e-15 
      352.0   9.11302721502385e-15 1.1363438446326406e-15 
      354.0 1.0397100652292444e-14  1.289226446684382e-15 
      356.0 1.0438673528360392e-14  1.265192528394064e-15 
      358.0  9.454576193299956e-15 1.1479540694602585e-15 
      360.0   9.25673915726319e-15 1.1548775387292896e-15 
      362.0  9.551927541437414e-15 1.1996486776161122e-15 
      364.0  9.431874004540839e-15 1.1566829382365594e-15 
      366.0  8.928742650937868e-15 1.0762870013972777e-15 
      368.0  9.029193467607496e-15 1.1168187706680428e-15 
      370.0 1.0152969243942692e-14 1.3019782648392215e-15 
      372.0 1.1360123479047389e-14 1.4533920226541795e-15 
      374.0 1.1638836490254148e-14 1.4550890924207478e-15 
      376.0  1.144046327482433e-14 1.4304177485042214e-15 
      378.0 1.2389271875102117e-14 1.6125276408684519e-15 
      380.0  1.474506058806987e-14  1.976885625830641e-15 
      382.0 1.6835211381303266e-14 2.2368570638661757e-15 
      384.0  1.738630908734989e-14  2.256227641783832e-15 
      386.0  1.698058944427686e-14 2.1821665273051675e-15 
      388.0 1.6819900770297494e-14 2.1889940266770127e-15 
      390.0 1.6983682487018448e-14 2.2446115983826037e-15 
      392.0  1.688196692507741e-14 2.2322737808139502e-15 
      394.0  1.630947412958939e-14  2.133772674562151e-15 
      396.0 1.5968414425956586e-14 2.0717520877566916e-15 
      398.0 1.6658668165214404e-14 2.1672753677751807e-15 
      400.0  1.838021639527827e-14 2.4135549690382044e-15 
      402.0  2.035144480205741e-14 2.6884275849201517e-15 
      404.0 2.1371024211293614e-14  2.822316664781057e-15 
      406.0  2.100371931300919e-14 2.7635531954189624e-15 
      408.0 1.9708905296130047e-14 2.5860470882344942e-15 
      410.0 1.8467623911676095e-14   2.42700421168451e-15 
      412.0 1.8107960851124023e-14 2.3920622417941648e-15 
      414.0 1.8871772215231802e-14 2.5014821841819163e-15 
      416.0 2.0173823836820847e-14 2.6693881542174706e-15 
      418.0 2.1261188730700955e-14 2.7988392801451603e-15 
      420.0  2.160851678645519e-14 2.8306149448642705e-15 
      422.0  2.115905366781674e-14 2.7666011739399238e-15 
      424.0 2.0252868135926843e-14 2.6547388560033333e-15 
      426.0 1.9356234560381498e-14 2.5523621543722157e-15 
      428.0 1.8671520220828826e-14 2.4774085896267426e-15 
      430.0 1.8270610881409768e-14  2.431427315149651e-15 
      432.0 1.8035525560909322e-14 2.3969554638707904e-15 
      434.0 1.7864141933934137e-14  2.364884355090438e-15 
      436.0 1.7810540709218243e-14 2.3488222309134826e-15 
      438.0 1.7983292310318768e-14 2.3673430955717997e-15 
      440.0  1.836359278167955e-14  2.418378877412295e-15 
      442.0 1.8906111946170695e-14 2.4930548602054183e-15 
      444.0 1.9458094173065413e-14  2.567191601461309e-15 
      446.0 1.9852222938602636e-14 2.6161351344164157e-15 
      448.0  1.997071704551783e-14 2.6245037907667634e-15 
      450.0 1.9798773762822972e-14 2.5926909127739526e-15 
      452.0  1.945244467353997e-14  2.538984536307535e-15 
      454.0 1.9093179368794388e-14 2.4869273197175484e-15 
      456.0  1.884488468228255e-14 2.4537114324510803e-15 
      458.0 1.8808299583109318e-14 2.4518834992687804e-15 
      460.0 1.8927835686253944e-14 2.4724271409723495e-15 
