|Wavelength|                   Flux|            Flux_error|
|    double|                 double|                double|
|        nm|            W / (m2 nm)|           W / (m2 nm)|
|      null|                   null|                  null|
      336.0 -1.1467303921654147e-19  1.412923559716154e-18 
      338.0  -1.103781499036252e-19  7.535648438134346e-19 
      340.0  -6.908452996065721e-19  7.265802573656636e-19 
      342.0  -7.773000179890127e-19  3.576427228683823e-19 
      344.0 -2.0795383408752352e-19 1.5469083204299534e-19 
      346.0  3.5904374036436395e-19   3.50379964333135e-19 
      348.0   2.715769412719444e-19 5.0599332296242995e-19 
      350.0 -3.8008889631069587e-19 3.7962155889848525e-19 
      352.0  -8.269386626587945e-19  4.344605157898979e-19 
      354.0  -4.819114574030732e-19  5.488831149575243e-19 
      356.0  2.2242435934311916e-19  4.508841369011821e-19 
      358.0  4.0627317372253168e-19  3.003613036215818e-19 
      360.0   9.808438261517542e-20  5.848203763159088e-19 
      362.0 -2.4438279591371793e-19  4.795785913893642e-19 
      364.0 -3.1307328955457577e-19  4.520185993466957e-19 
      366.0 -1.6682355734392277e-19  5.858788234454838e-19 
      368.0  -7.311295269359493e-20  3.763035930115329e-19 
      370.0 -1.9639580419179313e-19  4.767377350701625e-19 
      372.0  -4.286340485157511e-19  4.660488132870209e-19 
      374.0   -5.30523553368042e-19  4.095607847800946e-19 
      376.0 -3.7151672368581956e-19  6.596008850588238e-19 
      378.0  -5.690488063486667e-20  5.483938243286833e-19 
      380.0  1.5817867179690303e-19  4.347992940063864e-19 
      382.0    9.34480738596327e-20  5.418263991442011e-19 
      384.0  -1.374023435656414e-19 3.9754858548005323e-19 
      386.0  -2.338716292772601e-19  4.411957377673501e-19 
      388.0  -5.320395702765937e-20  5.021824514484839e-19 
      390.0  2.3423516466977047e-19   3.90198677303233e-19 
      392.0  3.4957634632450693e-19 3.2218649961158726e-19 
      394.0  1.7409416565260713e-19 2.6933589775984756e-19 
      396.0 -1.6941025997139546e-19  1.667543749027731e-19 
      398.0  -4.341315928330205e-19 1.7189169113977313e-19 
      400.0 -4.3840582448908605e-19 2.2212214312591407e-19 
      402.0 -1.9273743566695387e-19 1.9951024139515976e-19 
      404.0  1.2648913460601295e-19 1.5074581593422039e-19 
      406.0  3.0746265019732053e-19 1.5286667624218965e-19 
      408.0  2.5293289016077194e-19 1.5539927129929137e-19 
      410.0   2.959548459022545e-20 1.2431962725260453e-19 
      412.0 -1.9574129976759317e-19 1.1933457256236214e-19 
      414.0  -2.820444727951861e-19 1.4739357757441764e-19 
      416.0 -2.0122679338775204e-19 1.4889999778762171e-19 
      418.0  -4.067609819868262e-20 1.2836476164012028e-19 
      420.0   7.258258265536859e-20 1.1665298545289649e-19 
      422.0   6.164998429628162e-20 1.0756545091783075e-19 
      424.0  -5.512840468218848e-20  9.682524309665547e-20 
      426.0 -1.8771031669679938e-19 1.0610788897236611e-19 
      428.0  -2.402423956139305e-19 1.2060856424911204e-19 
      430.0 -1.7316992398208623e-19  1.227853592387231e-19 
      432.0  -2.073026226460526e-20 1.2463521486604592e-19 
      434.0    1.34984843086558e-19 1.2967987846889211e-19 
      436.0  2.1479806295218092e-19 1.2594739586382225e-19 
      438.0  1.8448047272560104e-19  1.243068227868543e-19 
      440.0   6.482970485962855e-20 1.4105866999191556e-19 
      442.0  -8.346791741577435e-20 1.5297432726908916e-19 
      444.0 -1.9433844998716292e-19 1.3485048108822717e-19 
      446.0 -2.2659128995158928e-19 1.0046916619965254e-19 
      448.0  -1.772178224492591e-19 1.0227695721091336e-19 
      450.0  -7.576031074808293e-20 1.3057884323974157e-19 
      452.0   3.353180464263842e-20 1.3270778629973162e-19 
      454.0  1.1241792509784035e-19  9.974871783558628e-20 
      456.0  1.4202543430682122e-19  7.110079993042654e-20 
      458.0  1.2626857461166757e-19  9.719323387758575e-20 
