|Wavelength|                  Flux|            Flux_error|
|    double|                double|                double|
|        nm|           W / (m2 nm)|           W / (m2 nm)|
|      null|                  null|                  null|
      336.0 1.8123195230535775e-14   2.40921738990464e-15 
      338.0 1.7245485838405984e-14 2.3339050754002083e-15 
      340.0 1.5227900441770325e-14 2.0019324151616152e-15 
      342.0  1.371324465188104e-14 1.7216879105166106e-15 
      344.0 1.3872218416475289e-14  1.714228872358918e-15 
      346.0 1.4414714599075454e-14 1.8083095081815396e-15 
      348.0 1.3924310372202193e-14 1.7801788988144547e-15 
      350.0  1.283094282378768e-14 1.6505976842258694e-15 
      352.0 1.3230631891089642e-14 1.6785702231973055e-15 
      354.0  1.492412193969858e-14  1.865959162416626e-15 
      356.0  1.501159516884229e-14   1.88365123519308e-15 
      358.0  1.368631750875846e-14 1.7452051506140792e-15 
      360.0 1.3376272586571638e-14 1.7215090588226468e-15 
      362.0 1.3661363252569545e-14 1.7512397352661016e-15 
      364.0 1.3336061818200402e-14  1.706364324277994e-15 
      366.0 1.2469035764309528e-14 1.6129880089530009e-15 
      368.0 1.2406945472481334e-14   1.61756393119778e-15 
      370.0 1.3789121747536049e-14 1.7691863224161403e-15 
      372.0  1.550407856451176e-14 1.9493495498150327e-15 
      374.0  1.631423711260408e-14 2.0562298793648426e-15 
      376.0 1.6782635738753585e-14  2.166903579845766e-15 
      378.0 1.8895945212821487e-14 2.4696450165189587e-15 
      380.0 2.2809701235464753e-14  2.936840045852394e-15 
      382.0  2.629234578824481e-14  3.336805173182328e-15 
      384.0 2.7843836287323407e-14  3.559987863998172e-15 
      386.0 2.8278199414386207e-14  3.699760513437217e-15 
      388.0  2.894913604537075e-14  3.844882066483881e-15 
      390.0  2.968461207685979e-14   3.93298223020421e-15 
      392.0 2.9711073040382815e-14  3.912245059835763e-15 
      394.0  2.894510171901622e-14  3.829402794680235e-15 
      396.0  2.857715528879307e-14  3.839784999608497e-15 
      398.0  2.978923420708319e-14  4.049600116424325e-15 
      400.0 3.2469481056770373e-14  4.398496071566542e-15 
      402.0  3.536626261789071e-14 4.7249080168987354e-15 
      404.0   3.66002191875116e-14 4.8293000549045516e-15 
      406.0  3.554848368146783e-14  4.679242692629484e-15 
      408.0   3.29942196411911e-14  4.386954234310401e-15 
      410.0  3.057365044387992e-14 4.1329781126607836e-15 
      412.0  2.973725233880842e-14  4.058229050330468e-15 
      414.0 3.1021028348174635e-14  4.207116725232971e-15 
      416.0 3.3547383233122285e-14  4.479167405402881e-15 
      418.0  3.599766159022677e-14  4.743458031686846e-15 
      420.0 3.7243376556255724e-14  4.886987510668945e-15 
      422.0 3.6850960621079884e-14  4.858088840768113e-15 
      424.0 3.5147236198114717e-14  4.675574451304905e-15 
      426.0 3.2912715895992866e-14  4.407964863623432e-15 
      428.0 3.0730048233618617e-14  4.110921020659153e-15 
      430.0  2.908777283921455e-14  3.853908190759989e-15 
      432.0 2.8097167791425612e-14  3.676213461468103e-15 
      434.0 2.7710423431255343e-14 3.5977839979448106e-15 
      436.0 2.7921390109729553e-14 3.6296578800008475e-15 
      438.0  2.868617287768321e-14 3.7597338993620586e-15 
      440.0  2.974907394797342e-14  3.936241333235122e-15 
      442.0 3.0891070411935325e-14  4.110907934295499e-15 
      444.0  3.183736751146029e-14  4.237353790573947e-15 
      446.0  3.238011274753249e-14  4.291215930722859e-15 
      448.0  3.242296695346974e-14  4.271944740441741e-15 
      450.0  3.201389659674365e-14 4.1989630583436904e-15 
      452.0    3.1364709643073e-14 4.1072866394575535e-15 
      454.0 3.0718762312006324e-14   4.02769620406695e-15 
      456.0 3.0242946808092595e-14  3.974683557905277e-15 
      458.0  3.007704942823888e-14 3.9575571561795664e-15 
      460.0  3.013338567874836e-14  3.958847226087517e-15 
      462.0   3.03322302658941e-14  3.967938640184443e-15 
