|Wavelength|                  Flux|            Flux_error|
|    double|                double|                double|
|        nm|           W / (m2 nm)|           W / (m2 nm)|
|      null|                  null|                  null|
      336.0 2.0169902088786312e-17  3.990254983767712e-18 
      338.0 1.9618860923571265e-17  3.939547150365612e-18 
      340.0  1.821487438264398e-17  3.512926124630128e-18 
      342.0 1.4681224179798406e-17 2.6928553985943622e-18 
      344.0 1.2845915977577728e-17 2.3349194421377844e-18 
      346.0 1.4376635015236045e-17 2.7032375457641413e-18 
      348.0 1.6151772665649545e-17   3.06592595545946e-18 
      350.0  1.529413083892812e-17 2.9062426414027052e-18 
      352.0   1.52314172648582e-17  2.921772988194581e-18 
      354.0 1.8975708165424698e-17  3.663904088913886e-18 
      356.0  2.050831420710584e-17 3.8944140827069745e-18 
      358.0  1.630633332241739e-17 3.0653053368648084e-18 
      360.0 1.2697316700360752e-17  2.449294991532591e-18 
      362.0 1.3363858366703364e-17 2.6462334995313308e-18 
      364.0 1.5790108905269093e-17 3.1741206533234392e-18 
      366.0 1.5750641184897983e-17   3.20792682531969e-18 
      368.0  1.387916130752445e-17 2.8737254135217444e-18 
      370.0 1.4154720668594034e-17    2.8692848991958e-18 
      372.0 1.6400077994442383e-17 3.1780162615674354e-18 
      374.0 1.5828288780890976e-17 2.9533594088880305e-18 
      376.0  1.150927970688962e-17  2.215981392468981e-18 
      378.0  9.655904298997261e-18  2.176068491693238e-18 
      380.0 1.4111222024600958e-17 3.0335332772788194e-18 
      382.0 1.8794791273604795e-17 3.7412330859960205e-18 
      384.0  1.609000947448137e-17 2.9879892529638683e-18 
      386.0  8.965378046857815e-18 1.6587779979651864e-18 
      388.0  6.582811859730763e-18 1.5036982840802423e-18 
      390.0 1.1175832881632225e-17  2.371094301608391e-18 
      392.0 1.6727058518946193e-17 3.3735505019443694e-18 
      394.0 1.7809152626428147e-17 3.4444833150684947e-18 
      396.0 1.5328954072050845e-17  2.857798948256324e-18 
      398.0 1.4170870318880127e-17 2.7174618917482784e-18 
      400.0 1.7437819454163512e-17  3.528919216731194e-18 
      402.0  2.357895563723959e-17  4.825172638281094e-18 
      404.0  2.804415008989434e-17 5.6853651723389845e-18 
      406.0  2.801070885731779e-17  5.577478395864164e-18 
      408.0 2.4681457149983184e-17  4.813592017228488e-18 
      410.0 2.1886015699073225e-17  4.236270647829897e-18 
      412.0 2.2520468146863292e-17 4.4246031502199214e-18 
      414.0 2.6124840062052533e-17 5.2095630612498084e-18 
      416.0  2.921169079145642e-17  5.842928136933826e-18 
      418.0  2.851939184194678e-17  5.661799796588109e-18 
      420.0 2.3614692610577307e-17  4.603069506397356e-18 
      422.0 1.7285613546787582e-17 3.2702586255546207e-18 
      424.0 1.3497980379956381e-17 2.4896586304974864e-18 
      426.0 1.4590735318968053e-17 2.7217144454137048e-18 
      428.0  1.976755612744974e-17    3.7923563591496e-18 
      430.0 2.6041033148954426e-17  5.076661899974551e-18 
      432.0 3.0276375201956676e-17  5.919438668559051e-18 
      434.0   3.11448443519049e-17  6.053002395310548e-18 
      436.0  2.977801560817627e-17  5.728987397944422e-18 
      438.0  2.864226164932927e-17  5.473684462489708e-18 
      440.0  2.975109039039074e-17  5.701512498903365e-18 
      442.0  3.374051165774751e-17  6.522905297642501e-18 
      444.0  3.957191693057171e-17  7.713108160428183e-18 
      446.0 4.5385066101996127e-17   8.88890307991668e-18 
      448.0 4.9592271052545206e-17  9.723392988259633e-18 
      450.0 5.1654593030574555e-17 1.0106034778488472e-17 
      452.0 5.2249101590418817e-17 1.0179884575227967e-17 
      454.0  5.265072661899628e-17 1.0214293004325263e-17 
      456.0 5.3916053756891413e-17 1.0432032903843052e-17 
      458.0  5.649531198056591e-17 1.0924418411737148e-17 
      460.0  5.977746770097148e-17 1.1566319430622791e-17 
