|Wavelength|                  Flux|            Flux_error|
|    double|                double|                double|
|        nm|           W / (m2 nm)|           W / (m2 nm)|
|      null|                  null|                  null|
      336.0  7.607603340111577e-14  1.620184246882324e-14 
      338.0   7.78961859287639e-14 1.6644105887506107e-14 
      340.0  7.323061340592523e-14 1.5481842578700396e-14 
      342.0  6.724799686786722e-14 1.4096678187218364e-14 
      344.0  6.575419573397029e-14 1.3775461260467618e-14 
      346.0  6.645674840707154e-14 1.3970971835596286e-14 
      348.0   6.48995264465928e-14 1.3660596950027894e-14 
      350.0  6.081625852957114e-14 1.2764807715640907e-14 
      352.0  6.158448670603401e-14 1.2897745104339082e-14 
      354.0    6.8578738620313e-14 1.4434082581872912e-14 
      356.0  7.099816107986027e-14 1.5080671716457705e-14 
      358.0  6.644874047181717e-14 1.4150986314484744e-14 
      360.0  6.392962495776712e-14 1.3517927310646198e-14 
      362.0  6.383822566821591e-14 1.3429354778258233e-14 
      364.0   6.31873643287217e-14  1.338706758353967e-14 
      366.0  6.066547646962942e-14 1.3028289776029973e-14 
      368.0  5.868828637227774e-14 1.2618304818564407e-14 
      370.0  6.032454040965892e-14 1.2754845298663218e-14 
      372.0  6.506532916931922e-14 1.3570255022417574e-14 
      374.0  6.897176441090227e-14  1.447012664176731e-14 
      376.0  7.010625001070465e-14 1.4927910520658793e-14 
      378.0  7.267779904504192e-14  1.545538079074619e-14 
      380.0  7.962885005003871e-14 1.6646210409839813e-14 
      382.0  8.782118083825618e-14 1.8152689180055456e-14 
      384.0  9.225810881675537e-14  1.921197592669909e-14 
      386.0  9.212201401738966e-14 1.9532077527030068e-14 
      388.0  9.103488902637499e-14 1.9446875944475185e-14 
      390.0   9.12058424524417e-14  1.934451762515717e-14 
      392.0  9.173863338711987e-14  1.927448626554622e-14 
      394.0  9.033515172363638e-14 1.8939037408272815e-14 
      396.0  8.721404986308219e-14 1.8404768318008807e-14 
      398.0  8.454191301892616e-14 1.7982631315239372e-14 
      400.0  8.395129295753044e-14 1.7867067764816366e-14 
      402.0  8.552431930756685e-14 1.8083820237823423e-14 
      404.0  8.676136969224332e-14 1.8218092436481188e-14 
      406.0  8.593729449799614e-14 1.8006397531555748e-14 
      408.0  8.282581768516696e-14  1.742940966657777e-14 
      410.0   7.88826980923108e-14 1.6729970842879084e-14 
      412.0  7.619877934313714e-14 1.6237822360925772e-14 
      414.0  7.631752281903385e-14  1.622672808497903e-14 
      416.0   7.84731947585011e-14  1.657863438358441e-14 
      418.0  8.103962847040709e-14 1.7029355709196228e-14 
      420.0  8.227300069166629e-14 1.7264933125850497e-14 
      422.0  8.131244099975023e-14 1.7110067387600106e-14 
      424.0  7.853750965616126e-14 1.6601058648904007e-14 
      426.0  7.518133650523863e-14 1.5934459096326455e-14 
      428.0  7.205185228244628e-14 1.5247896993453314e-14 
      430.0  6.981274982428822e-14 1.4701894610148118e-14 
      432.0  6.833234151533505e-14  1.431569164178081e-14 
      434.0  6.721845717087941e-14 1.4043808024377929e-14 
      436.0  6.639165483317686e-14 1.3880336659622034e-14 
      438.0  6.594939715754273e-14 1.3830347116122222e-14 
      440.0   6.57431479585751e-14 1.3830194282480181e-14 
      442.0  6.583704421683146e-14 1.3863334945566571e-14 
      444.0  6.608884604950924e-14 1.3892341254367794e-14 
      446.0    6.6266775541107e-14 1.3884677314532125e-14 
      448.0  6.610181015925054e-14 1.3808297773074179e-14 
      450.0  6.542503712424676e-14 1.3645271895309616e-14 
      452.0  6.433611086403845e-14  1.342108936772099e-14 
      454.0  6.306244587309572e-14 1.3176308445495017e-14 
      456.0  6.181668734113604e-14 1.2940858927525941e-14 
      458.0  6.090731495937349e-14 1.2763891149863337e-14 
      460.0    6.0282396324914e-14 1.2626309391436892e-14 
      462.0  5.993875615841996e-14 1.2530682901133583e-14 
