|Wavelength|                  Flux|            Flux_error|
|    double|                double|                double|
|        nm|           W / (m2 nm)|           W / (m2 nm)|
|      null|                  null|                  null|
      336.0   4.37295323320555e-15  4.855316080340041e-16 
      338.0  4.213079663020137e-15  4.627045878871408e-16 
      340.0 3.8051710863471315e-15 4.1344920549368384e-16 
      342.0 3.4674127464669917e-15 3.6928785604304853e-16 
      344.0 3.5195741603487567e-15  3.742271325638447e-16 
      346.0  3.663299417171689e-15 3.9819412051412384e-16 
      348.0  3.526890980973254e-15  3.886792267621633e-16 
      350.0 3.2660508127039018e-15  3.543577325840548e-16 
      352.0 3.5182416345249316e-15 3.7681076345561477e-16 
      354.0 4.1659661366075045e-15  4.545061208264661e-16 
      356.0    4.1735687944699e-15  4.595489631574655e-16 
      358.0  3.612723151036505e-15 3.8807935531949927e-16 
      360.0 3.4351210782586498e-15  3.628945023165835e-16 
      362.0  3.676342042453473e-15  4.000346615729394e-16 
      364.0  3.890163027869681e-15  4.371650864612656e-16 
      366.0  3.876174652317693e-15 4.3185962061912856e-16 
      368.0  3.916637382600231e-15  4.209773070966802e-16 
      370.0  4.235341561555041e-15  4.538461348384476e-16 
      372.0 4.5375248230530995e-15  5.049523350208242e-16 
      374.0  4.388903257284325e-15  4.991252364545602e-16 
      376.0   3.91702922328652e-15  4.297858591775935e-16 
      378.0  3.802214829740839e-15 3.9479152894859684e-16 
      380.0  4.224373158452426e-15 4.4278248530054986e-16 
      382.0  4.539855102253241e-15  5.035111742473747e-16 
      384.0  4.246418458794723e-15  4.788678980563763e-16 
      386.0  3.713821596647173e-15 3.9475094249663105e-16 
      388.0  3.589459404912418e-15  3.606799141229459e-16 
      390.0  3.888146401383307e-15  3.987547784939167e-16 
      392.0  4.157884858323616e-15  4.564056303618632e-16 
      394.0  4.132475620395769e-15  4.780297424284631e-16 
      396.0   4.03902646023639e-15  4.678326832259567e-16 
      398.0  4.273831660134246e-15  4.785538305603994e-16 
      400.0  4.954367062496692e-15  5.416897909352199e-16 
      402.0  5.821913300278964e-15   6.39587943662739e-16 
      404.0  6.402734183815234e-15  7.190019597332891e-16 
      406.0  6.471301153658891e-15  7.410111962309097e-16 
      408.0  6.166034764381471e-15  7.079858698688365e-16 
      410.0  5.847540103500744e-15  6.607502513549376e-16 
      412.0 5.8118640135897595e-15  6.436018862034698e-16 
      414.0  6.106503712672203e-15  6.721009040939946e-16 
      416.0   6.47480345479137e-15  7.204097855059756e-16 
      418.0  6.635009076235432e-15  7.506866311875328e-16 
      420.0  6.460704755548678e-15  7.379521958275182e-16 
      422.0  6.051930803010773e-15  6.875549150203247e-16 
      424.0 5.6462914222233155e-15  6.298884310574387e-16 
      426.0  5.452973843219408e-15  5.974521441300445e-16 
      428.0  5.498880253230081e-15  6.004505812429362e-16 
      430.0  5.691633826430779e-15  6.300749009773203e-16 
      432.0 5.8734015175909135e-15  6.639402978704335e-16 
      434.0  5.945033410047248e-15  6.827620480976563e-16 
      436.0  5.935838409468791e-15  6.840109063013441e-16 
      438.0  5.948503802358687e-15  6.793345375938377e-16 
      440.0  6.053029518179442e-15  6.814396238365009e-16 
      442.0  6.280281079104855e-15  6.999559093911435e-16 
      444.0  6.578857649764369e-15  7.333518949950859e-16 
      446.0  6.857079631095342e-15  7.717849467309319e-16 
      448.0 7.0303068722927195e-15  8.022574143109309e-16 
      450.0  7.062713581619691e-15  8.153544694376152e-16 
      452.0 6.9883865356600066e-15  8.107253135569985e-16 
      454.0  6.877968832375163e-15   7.95320547723962e-16 
      456.0 6.7967146981195385e-15  7.786004988026651e-16 
      458.0  6.796982747698214e-15  7.702628483581188e-16 
      460.0  6.863416437170202e-15  7.722247956381203e-16 
      462.0  6.967992345153336e-15  7.835068580121685e-16 
      464.0  7.060917141939105e-15  7.983963061331611e-16 
