|Wavelength|                  Flux|            Flux_error|
|    double|                double|                double|
|        nm|           W / (m2 nm)|           W / (m2 nm)|
|      null|                  null|                  null|
      336.0 1.0793602451267905e-15  9.250288415677318e-17 
      338.0 1.0752165690842926e-15  9.212684654659897e-17 
      340.0  9.711391590787588e-16  8.501670613434764e-17 
      342.0  8.224208927755438e-16  7.171907700513365e-17 
      344.0  7.702436612222134e-16   6.54885803262441e-17 
      346.0  7.875578754677149e-16   6.65298429781441e-17 
      348.0  7.780933307386598e-16  6.710740881162838e-17 
      350.0   7.60369728052046e-16   6.64102170717812e-17 
      352.0  8.749157505857681e-16  7.510465738210483e-17 
      354.0 1.0488593539928165e-15  9.002076926011426e-17 
      356.0  9.714289825826798e-16  8.323125313909033e-17 
      358.0  7.149310897707509e-16  6.124935413985119e-17 
      360.0  6.060201647635727e-16 5.1500488231524433e-17 
      362.0  6.901147069250183e-16   6.04389118032621e-17 
      364.0  8.179741439636478e-16  7.259180047145845e-17 
      366.0    8.6976582564773e-16    7.7387508757913e-17 
      368.0  8.716406015704288e-16  7.646029669455784e-17 
      370.0   8.72231421915293e-16  7.612574081432338e-17 
      372.0  8.202828692455929e-16   7.22801020301353e-17 
      374.0  6.606451101798387e-16  5.756696028646237e-17 
      376.0  4.966744730493256e-16 4.4052558529912415e-17 
      378.0  5.070875014021489e-16  4.550647209730516e-17 
      380.0  6.482676379789485e-16  6.005855341073599e-17 
      382.0    6.5786243535765e-16  6.205128133385697e-17 
      384.0  4.460479196010416e-16  4.185368126299129e-17 
      386.0  2.560615002300353e-16 2.5298432702581944e-17 
      388.0 3.1592412738854767e-16  2.748735237078716e-17 
      390.0  5.372412046665427e-16 4.9701113297753065e-17 
      392.0 6.8762435774468525e-16  6.586705916345834e-17 
      394.0  6.846238881382634e-16  6.481038647556494e-17 
      396.0  6.530949533054691e-16  5.925977898025615e-17 
      398.0  7.559913513123681e-16  6.556393745168394e-17 
      400.0 1.0209215402091785e-15  8.875137959735383e-17 
      402.0 1.3266074935056974e-15  1.180501504419136e-16 
      404.0 1.5078632532337138e-15 1.3558006712787394e-16 
      406.0 1.5142919868101132e-15 1.3485693595993764e-16 
      408.0 1.4314494724120845e-15 1.2412267479747246e-16 
      410.0  1.393216442478407e-15 1.1740050190113903e-16 
      412.0 1.4655056895075816e-15 1.2276121713585966e-16 
      414.0 1.6035037522757742e-15    1.3701888519838e-16 
      416.0 1.6843056108744197e-15 1.4761273922842284e-16 
      418.0 1.6270471655469344e-15  1.447728747771589e-16 
      420.0 1.4522087105241884e-15 1.2900025680506273e-16 
      422.0 1.2678545482495246e-15 1.1037348479511246e-16 
      424.0 1.1935725537470443e-15 1.0108071250538457e-16 
      426.0 1.2819612276541174e-15 1.0767586574822317e-16 
      428.0  1.485528664785066e-15 1.2673888533517462e-16 
      430.0 1.7085849309463944e-15 1.4845354171052514e-16 
      432.0  1.863900546637928e-15  1.631398368506491e-16 
      434.0 1.9240944831429738e-15 1.6734230810374846e-16 
      436.0  1.932700834874829e-15 1.6524282604929291e-16 
      438.0  1.961182371979551e-15  1.644078990705597e-16 
      440.0 2.0529978739047246e-15 1.7012981299963033e-16 
      442.0 2.2151905308205833e-15  1.838729149134847e-16 
      444.0 2.4128891985675645e-15 2.0230413307270508e-16 
      446.0 2.5982539299128333e-15 2.2001942336739307e-16 
      448.0 2.7369000256352744e-15 2.3266959362930765e-16 
      450.0  2.822992209812006e-15 2.3903284216281234e-16 
      452.0  2.879894359870731e-15  2.413449782259211e-16 
      454.0    2.9385145171281e-15  2.432032433269001e-16 
      456.0 3.0160996226710703e-15  2.472381823034717e-16 
      458.0  3.116613893221371e-15 2.5458873172069614e-16 
      460.0 3.2145007321181293e-15 2.6325996449198844e-16 
      462.0  3.287201879828788e-15  2.708355257642524e-16 
