|Wavelength|                   Flux|            Flux_error|
|    double|                 double|                double|
|        nm|            W / (m2 nm)|           W / (m2 nm)|
|      null|                   null|                  null|
      336.0  -6.149127668066359e-19 1.3350455013957938e-19 
      338.0  -4.917556329089041e-19 1.0253210703317081e-19 
      340.0  -2.442355147120479e-19  7.034892426341972e-20 
      342.0  -1.929614659174373e-20   6.32120912694103e-20 
      344.0 -3.2858735340303265e-21  5.980851063859122e-20 
      346.0  -1.699829834936335e-19  5.489865810162311e-20 
      348.0 -3.2296795210721045e-19  6.828453384683792e-20 
      350.0 -3.3023440283254925e-19  6.661734580428727e-20 
      352.0  -2.560436622480365e-19  7.095478145357714e-20 
      354.0 -1.9742852662584012e-19  7.622921699270701e-20 
      356.0 -1.5484903223083775e-19  7.223248561245882e-20 
      358.0 -1.2853104253071335e-19  6.221201260488168e-20 
      360.0 -1.4749270540390707e-19  5.887580815807712e-20 
      362.0  -1.819873158296967e-19  5.411180157593482e-20 
      364.0 -1.7166321098060624e-19 5.3101365565264454e-20 
      366.0 -1.1899308956194687e-19  5.422341353739075e-20 
      368.0 -1.0192997339306995e-19  6.134386704052393e-20 
      370.0 -1.6537641976206973e-19  6.294707686816597e-20 
      372.0  -2.451133551033163e-19   6.55790197172412e-20 
      374.0 -2.6011038030377346e-19  6.898507169797804e-20 
      376.0  -2.235734636955131e-19  7.189018976296115e-20 
      378.0 -2.0822547001997235e-19  7.790819844001673e-20 
      380.0 -2.1629938141770006e-19  8.022816191642565e-20 
      382.0 -1.7988275904282765e-19  7.808944177859267e-20 
      384.0   -9.60521831545718e-20   6.81749727728917e-20 
      386.0   -5.61978493536993e-20  6.706962123272009e-20 
      388.0 -1.0945571590708331e-19  6.143071896803059e-20 
      390.0 -1.8665998409861957e-19 4.7305798163002253e-20 
      392.0 -1.9546271530311919e-19   4.50070646352435e-20 
      394.0  -1.223664117742352e-19 4.1141072317288273e-20 
      396.0  -3.172356374158952e-20  3.271079791975267e-20 
      398.0   7.316625681332967e-21  3.063562287628036e-20 
      400.0 -2.0031581587255133e-20   2.87501167639314e-20 
      402.0  -7.287974228249357e-20 2.5855892371855255e-20 
      404.0  -9.803996899730508e-20  2.584264072805832e-20 
      406.0  -7.531575209114182e-20  2.456792864368508e-20 
      408.0  -2.684599074483671e-20 2.2081495476216343e-20 
      410.0   8.220542009197506e-21 2.1962444389440917e-20 
      412.0   6.928194800090519e-21  2.219583699074934e-20 
      414.0 -2.2806578968154635e-20  2.129913544096081e-20 
      416.0 -5.3930718653767435e-20  2.033677419153319e-20 
      418.0  -6.338422489831009e-20 1.9865768079446196e-20 
      420.0  -4.755320831604523e-20 1.9999340195635164e-20 
      422.0 -2.0605695767494083e-20 1.9864019892342065e-20 
      424.0  -9.094493770476238e-22  1.845126844565302e-20 
      426.0   2.422221781584382e-21 1.7506382262599234e-20 
      428.0  -6.857022885974935e-21 1.8416741716160737e-20 
      430.0 -1.8338297748079345e-20 1.8637852376043303e-20 
      432.0 -2.4072503411702633e-20 1.6830815305466002e-20 
      434.0  -2.343783916249402e-20 1.5630972783519972e-20 
      436.0 -2.1560311652899737e-20 1.6518039021832068e-20 
      438.0 -2.3645873836444907e-20 1.6803515913845204e-20 
      440.0  -3.026843992157755e-20 1.5406226657823484e-20 
      442.0 -3.6981688646942226e-20 1.4440256945953836e-20 
      444.0  -3.750481761284459e-20 1.4818253965241372e-20 
      446.0 -2.8233386506452506e-20 1.4672450500945642e-20 
      448.0 -1.0827619998852878e-20  1.350670383890577e-20 
      450.0   8.393551453691076e-21 1.3096903320716962e-20 
      452.0  2.1708011226290164e-20 1.3925858067150315e-20 
      454.0  2.3916906876027115e-20  1.409721773698373e-20 
      456.0  1.4748592357341375e-20 1.2793370758271254e-20 
      458.0 -1.1639628333078505e-21 1.1507940751663578e-20 
