|Wavelength|                  Flux|            Flux_error|
|    double|                double|                double|
|        nm|           W / (m2 nm)|           W / (m2 nm)|
|      null|                  null|                  null|
      336.0  5.470826133871535e-14  9.834511820144462e-15 
      338.0  5.426621406722757e-14  9.797525401464931e-15 
      340.0    5.0278984410493e-14  9.102417295438985e-15 
      342.0  4.631515110205674e-14  8.432807074989038e-15 
      344.0  4.585172078795374e-14  8.393961751357594e-15 
      346.0  4.681783968763417e-14  8.557856676043275e-15 
      348.0 4.5878583432318046e-14  8.329636771399812e-15 
      350.0   4.28304811014131e-14  7.758077998232707e-15 
      352.0  4.305437471200225e-14    7.8603152383568e-15 
      354.0  4.782203703823632e-14  8.816258372348296e-15 
      356.0  4.961695030218632e-14  9.152773700255155e-15 
      358.0  4.650284911757956e-14  8.533109795669841e-15 
      360.0  4.473628124988321e-14  8.182170522751552e-15 
      362.0  4.469253269071783e-14  8.204377500441819e-15 
      364.0  4.420798919648923e-14  8.161906923856617e-15 
      366.0  4.223245082621158e-14  7.807500521133132e-15 
      368.0 4.0651952898337726e-14  7.475664354942934e-15 
      370.0  4.211689956267556e-14  7.702452343141858e-15 
      372.0  4.641320269911872e-14  8.489148321287122e-15 
      374.0  5.029004433738357e-14  9.205025370564694e-15 
      376.0  5.193268094561275e-14  9.474991445490968e-15 
      378.0 5.4632131226780614e-14  9.898185519199339e-15 
      380.0  6.111499904921393e-14 1.1061164709925984e-14 
      382.0  6.895959173353001e-14 1.2595781193866929e-14 
      384.0   7.34947649201918e-14  1.358318935525587e-14 
      386.0  7.343707872313427e-14 1.3662709795532062e-14 
      388.0  7.200902832055364e-14 1.3380564811882337e-14 
      390.0   7.18893924052698e-14 1.3313896161175316e-14 
      392.0  7.279930953325206e-14  1.349928104012501e-14 
      394.0    7.2562188103653e-14 1.3535039101316085e-14 
      396.0   7.07328092174881e-14 1.3280959419970278e-14 
      398.0  6.874450461747348e-14 1.2944172278556955e-14 
      400.0  6.809021863316785e-14 1.2792127797541563e-14 
      402.0  6.923843621703759e-14 1.2954345541516979e-14 
      404.0  7.039483474660073e-14  1.314205931521022e-14 
      406.0  7.004194069724733e-14 1.3086789108675373e-14 
      408.0  6.768750743423018e-14  1.267789602785422e-14 
      410.0  6.432836484643876e-14 1.2068396893419956e-14 
      412.0  6.178928149490169e-14  1.158078781024865e-14 
      414.0  6.166924251806347e-14 1.1528230600934831e-14 
      416.0   6.36314225220456e-14 1.1878259026735268e-14 
      418.0  6.634489724273742e-14 1.2398603522157541e-14 
      420.0   6.80746876128082e-14 1.2756326779155887e-14 
      422.0  6.770065015463753e-14 1.2716617809484853e-14 
      424.0  6.528493516907386e-14  1.226577877948703e-14 
      426.0    6.1913134744349e-14 1.1599802136363733e-14 
      428.0  5.858485428850087e-14 1.0923587150681118e-14 
      430.0  5.623894937585763e-14 1.0443361217540862e-14 
      432.0 5.4999824135446685e-14 1.0203150845850793e-14 
      434.0 5.4516836478245516e-14 1.0136819723897777e-14 
      436.0  5.448298507734316e-14 1.0169541748690538e-14 
      438.0 5.4684536279713326e-14 1.0238817620397927e-14 
      440.0 5.4799556072944386e-14 1.0267268071936098e-14 
      442.0 5.4851129956942804e-14 1.0255599605064413e-14 
      444.0  5.484182683925489e-14  1.021589323441097e-14 
      446.0 5.4760746022217816e-14 1.0165277808277884e-14 
      448.0  5.452796887963072e-14 1.0104108502439347e-14 
      450.0   5.40496859293624e-14 1.0019175822939224e-14 
      452.0  5.335592893094142e-14  9.909622002382383e-15 
      454.0 5.2528666948738946e-14  9.778772135867414e-15 
      456.0 5.1642962995773856e-14  9.629046933270394e-15 
      458.0  5.090514741387067e-14  9.492188738302835e-15 
      460.0  5.028593669206387e-14  9.362934110345244e-15 
      462.0  4.984447380025311e-14  9.258398934088923e-15 
