|Wavelength|                  Flux|            Flux_error|
|    double|                double|                double|
|        nm|           W / (m2 nm)|           W / (m2 nm)|
|      null|                  null|                  null|
      336.0  7.285325909015338e-15  5.452238914533782e-16 
      338.0  6.969293003036074e-15  5.275472309292664e-16 
      340.0  6.250667744271289e-15  4.679116104774106e-16 
      342.0 5.7503516028561385e-15 4.2430757572180125e-16 
      344.0  5.896703018924775e-15 4.3503529411703856e-16 
      346.0  6.126759001577821e-15  4.545498421587661e-16 
      348.0  5.873920059725168e-15 4.3683751502658774e-16 
      350.0 5.4079407074431456e-15 4.0687435497456633e-16 
      352.0   5.69681704595675e-15  4.384551573804503e-16 
      354.0  6.596836491415734e-15  5.083622534587007e-16 
      356.0  6.671468342330576e-15  5.011280154752975e-16 
      358.0  5.997820530809348e-15 4.4104887441591535e-16 
      360.0  5.811077421003174e-15 4.3284514850289406e-16 
      362.0  6.030034774544245e-15  4.609276445477655e-16 
      364.0  6.079100766492097e-15  4.645026811790123e-16 
      366.0  5.864060040108908e-15 4.3531093146533437e-16 
      368.0  5.907875684778959e-15 4.2971480677535494e-16 
      370.0 6.5025844940438864e-15   4.83621618450783e-16 
      372.0  7.153494332382961e-15  5.491258321545114e-16 
      374.0  7.220266625493833e-15  5.572553369531538e-16 
      376.0  6.874613601483243e-15  5.191509255445541e-16 
      378.0  7.080619143330594e-15  5.281786154755997e-16 
      380.0  8.119241201533505e-15  6.227620951412223e-16 
      382.0  9.125322371394778e-15  7.229158320017721e-16 
      384.0   9.32063140566854e-15  7.444621569956998e-16 
      386.0  8.950479393509394e-15  7.033349315010899e-16 
      388.0  8.701030651664758e-15  6.721842532221082e-16 
      390.0  8.678959668468706e-15    6.7585879678545e-16 
      392.0  8.573140749941518e-15  6.837275457573358e-16 
      394.0  8.246694121068275e-15  6.689248654741792e-16 
      396.0  8.059011396951317e-15  6.509366012829621e-16 
      398.0  8.442694316973531e-15  6.669375327359719e-16 
      400.0  9.406072462000867e-15  7.285413153981434e-16 
      402.0 1.0525976907900526e-14  8.108068609797788e-16 
      404.0 1.1153019395897361e-14  8.622881618500088e-16 
      406.0 1.1049544198831941e-14  8.581423355005165e-16 
      408.0  1.046208137803341e-14  8.119942725287995e-16 
      410.0  9.906594019245559e-15  7.629950316083392e-16 
      412.0    9.7959689076819e-15  7.471111236803735e-16 
      414.0 1.0218745700954225e-14  7.766380038709578e-16 
      416.0 1.0836384093334542e-14   8.27798819726633e-16 
      418.0 1.1263137252713823e-14  8.684194979898463e-16 
      420.0  1.127938648350054e-14  8.767642911072297e-16 
      422.0 1.0933983178514879e-14  8.527452950209056e-16 
      424.0 1.0463802690164489e-14  8.138533083945729e-16 
      426.0 1.0118504590980349e-14  7.816876775234848e-16 
      428.0  9.955202248478879e-15  7.642176716336194e-16 
      430.0   9.93631102345428e-15  7.609093241438081e-16 
      432.0  9.937681372230615e-15  7.620976576232362e-16 
      434.0  9.882513506398844e-15  7.599405139573617e-16 
      436.0  9.819982244485444e-15  7.560279259550931e-16 
      438.0  9.850937721048813e-15  7.569980707480124e-16 
      440.0 1.0004572505469138e-14  7.655108515541735e-16 
      442.0 1.0277924233815947e-14  7.828774406848983e-16 
      444.0  1.058781181856886e-14  8.043427905995186e-16 
      446.0 1.0829439123939945e-14  8.226211452277795e-16 
      448.0 1.0923273220493866e-14  8.311913740716339e-16 
      450.0 1.0852743836721918e-14  8.275876506300889e-16 
      452.0 1.0681402347483172e-14  8.154353004536539e-16 
      454.0 1.0502421695299876e-14  8.011960110173047e-16 
      456.0  1.038742926156634e-14 7.9046318341318415e-16 
      458.0 1.0390866048526156e-14   7.88106728463895e-16 
      460.0   1.04768642838276e-14  7.923080015904798e-16 
      462.0 1.0604905933419801e-14   8.00659515965373e-16 
      464.0 1.0709690668931991e-14  8.083744292364162e-16 
