|Wavelength|                  Flux|            Flux_error|
|    double|                double|                double|
|        nm|           W / (m2 nm)|           W / (m2 nm)|
|      null|                  null|                  null|
      336.0 1.3878560670174856e-14 3.2579714768938776e-15 
      338.0 1.3178470025253632e-14 3.0941738386838834e-15 
      340.0 1.1643317499631252e-14 2.6725213688229324e-15 
      342.0 1.0518106915006356e-14 2.3830986775369903e-15 
      344.0 1.0640562983883836e-14 2.4207238248342604e-15 
      346.0 1.0999721305540522e-14  2.498223939073621e-15 
      348.0 1.0611947101813509e-14 2.3871049525385563e-15 
      350.0  9.912916647278486e-15 2.2453354764107428e-15 
      352.0 1.0398999293223291e-14 2.4025736325389015e-15 
      354.0 1.1663841427636589e-14 2.6791353103387046e-15 
      356.0 1.1512494240235707e-14   2.58794104448026e-15 
      358.0 1.0429445559891565e-14 2.3431332754365762e-15 
      360.0 1.0304542341909072e-14  2.366889225357498e-15 
      362.0 1.0599507479876998e-14 2.4464192500718153e-15 
      364.0 1.0280423431316438e-14  2.319449871691683e-15 
      366.0  9.532241753897274e-15 2.1229490174635453e-15 
      368.0  9.548931863453803e-15 2.1651342812456344e-15 
      370.0 1.0744917037958027e-14  2.491136856439178e-15 
      372.0 1.2041100730915256e-14  2.748095033728805e-15 
      374.0 1.2463110106382673e-14 2.7585558187880868e-15 
      376.0 1.2687306176751857e-14  2.821380442823211e-15 
      378.0 1.4427033765578946e-14 3.3487694124552628e-15 
      380.0  1.765679276850566e-14 4.2241282113524884e-15 
      382.0  2.035016227531688e-14  4.803416524466855e-15 
      384.0   2.13091681701788e-14  4.904547152810968e-15 
      386.0 2.1429700765982857e-14  4.925523725905432e-15 
      388.0 2.1954533405848967e-14  5.166526138041654e-15 
      390.0 2.2668208816655003e-14 5.4704758356541925e-15 
      392.0 2.2783949337348412e-14  5.533109728973106e-15 
      394.0 2.2162935606454528e-14 5.3349265560157214e-15 
      396.0 2.1784797011484998e-14  5.201839950898941e-15 
      398.0  2.265696305314073e-14  5.407942821090176e-15 
      400.0 2.4733935730037164e-14 5.9236812331246266e-15 
      402.0 2.7021226933147097e-14  6.480914865503634e-15 
      404.0  2.802168627065123e-14  6.697860375363817e-15 
      406.0 2.7232354230343762e-14  6.468896985126704e-15 
      408.0 2.5272774553268626e-14  5.980832279823247e-15 
      410.0 2.3430820813658762e-14  5.557668523132337e-15 
      412.0 2.2828991750597015e-14  5.449489602694607e-15 
      414.0 2.3854666793131176e-14 5.7218849166524306e-15 
      416.0 2.5797883742405042e-14  6.185400345227735e-15 
      418.0 2.7629585600526215e-14  6.594004302228578e-15 
      420.0 2.8503002902760474e-14  6.768716671404449e-15 
      422.0 2.8131335699282305e-14  6.665806571306978e-15 
      424.0 2.6809366518362036e-14  6.360392950446373e-15 
      426.0 2.5150505932586884e-14  5.985721565419646e-15 
      428.0  2.357954031389411e-14  5.625985569689349e-15 
      430.0 2.2424740358930468e-14 5.3460299634465805e-15 
      432.0 2.1726543910082182e-14 5.1526185533329365e-15 
      434.0 2.1426033090257493e-14  5.045024323550225e-15 
      436.0  2.152781275927202e-14  5.044190855021386e-15 
      438.0 2.2030156033036964e-14  5.158842577083128e-15 
      440.0 2.2774500670149227e-14 5.3475339296765075e-15 
      442.0 2.3620218851767823e-14  5.568511998048289e-15 
      444.0 2.4363456566706563e-14 5.7652164510363274e-15 
      446.0 2.4831696244272263e-14  5.888514176307672e-15 
      448.0 2.4926303180799227e-14  5.909694071986603e-15 
      450.0  2.465880354867921e-14  5.832841131171987e-15 
      452.0  2.417543884173733e-14  5.699363348718429e-15 
      454.0 2.3660151814517582e-14  5.559222980193053e-15 
      456.0 2.3250544488460503e-14  5.447235503668752e-15 
      458.0 2.3070724559203896e-14  5.392222268194774e-15 
      460.0 2.3070423865600987e-14  5.382546032993234e-15 
