|Wavelength|                  Flux|            Flux_error|
|    double|                double|                double|
|        nm|           W / (m2 nm)|           W / (m2 nm)|
|      null|                  null|                  null|
      336.0 4.1555239447044025e-18  9.007682938181466e-19 
      338.0 3.2108403330729704e-18   6.66391670898566e-19 
      340.0 3.0806465393281574e-18  4.645060104932882e-19 
      342.0 2.8021019843619897e-18 3.7927720071616643e-19 
      344.0 2.5470854593226126e-18  4.993948079492633e-19 
      346.0  2.827804745903491e-18  6.315389871243004e-19 
      348.0 3.2415750293530348e-18  5.333926370352619e-19 
      350.0 3.0211744492727816e-18  4.042392285843629e-19 
      352.0  2.806919165557618e-18  4.765720602700977e-19 
      354.0  3.633622587227279e-18 7.8284681319721895e-19 
      356.0  4.299736759126973e-18 7.5033840852339115e-19 
      358.0  3.440804103503891e-18  4.751801032435859e-19 
      360.0 2.3674607707375237e-18  3.525639708853159e-19 
      362.0 2.3976535607185934e-18   5.19106157894949e-19 
      364.0 3.1732031912433146e-18  6.243265018614439e-19 
      366.0 3.3002266959464084e-18  4.937958085446339e-19 
      368.0   2.53084005693678e-18 3.6948753075701515e-19 
      370.0   2.18812140210726e-18 4.1739635285189585e-19 
      372.0 2.9545811233256934e-18  6.714984565163936e-19 
      374.0  3.589257032864625e-18  6.672436772873776e-19 
      376.0 2.9212365751150837e-18  3.909097806924455e-19 
      378.0   1.91193530910889e-18  2.602784750224312e-19 
      380.0  2.228931083588893e-18  4.605075089309957e-19 
      382.0  3.499332925234503e-18   7.37226537229648e-19 
      384.0 3.7302042321774915e-18  6.144717181832591e-19 
      386.0  2.506203850399657e-18 3.2186706071906354e-19 
      388.0 1.5738138558530503e-18 2.2698564244153085e-19 
      390.0 2.1239601087283872e-18  4.175294529953227e-19 
      392.0  3.403546460104374e-18  7.022237748634303e-19 
      394.0  4.070815242002179e-18  7.280916555029414e-19 
      396.0 3.8134060719197895e-18  5.700408258524653e-19 
      398.0 3.4162172309742735e-18  4.840308064973898e-19 
      400.0  3.707955146476461e-18  5.844047183462987e-19 
      402.0  4.708527486710156e-18  8.323163319695379e-19 
      404.0   5.64132246369354e-18 1.0210627952262808e-18 
      406.0  5.806646805237777e-18  9.997755011977868e-19 
      408.0  5.212821586758449e-18  8.254099840170054e-19 
      410.0  4.514583689220509e-18  6.803524613130378e-19 
      412.0  4.376563939457258e-18  6.825914765137126e-19 
      414.0 4.8865932003138914e-18  8.197031898302888e-19 
      416.0  5.463821422128098e-18  9.600423541705116e-19 
      418.0  5.429566907413327e-18  9.519344988282745e-19 
      420.0  4.573611562273439e-18  7.635181636965645e-19 
      422.0  3.342261812508842e-18  5.147286363945963e-19 
      424.0 2.5084387667670317e-18 3.7463946603499542e-19 
      426.0 2.6063322539930385e-18  4.072500406110682e-19 
      428.0  3.564308078955451e-18  5.919255404817877e-19 
      430.0 4.8241383668126614e-18  8.297188271510032e-19 
      432.0  5.733533212667499e-18  9.840142870194147e-19 
      434.0 5.9675224472789765e-18  9.954216525864525e-19 
      436.0  5.707810388497876e-18  9.142042341547538e-19 
      438.0   5.44835752283083e-18  8.474096886925834e-19 
      440.0  5.632408272150457e-18  8.771079573523162e-19 
      442.0  6.434242342802889e-18 1.0263643289345025e-18 
      444.0  7.669198805252082e-18  1.257039208250179e-18 
      446.0  8.951435272802832e-18 1.4929534857836742e-18 
      448.0   9.92364684476936e-18 1.6621947202178517e-18 
      450.0 1.0435310978528877e-17  1.735487755403504e-18 
      452.0 1.0597215473675995e-17  1.737316804736109e-18 
      454.0 1.0666038684930652e-17 1.7219619506286418e-18 
      456.0 1.0874824347222226e-17  1.738171520944953e-18 
      458.0 1.1341657152174502e-17 1.8094223399739844e-18 
      460.0 1.1964802557495886e-17 1.9176803237509895e-18 
      462.0 1.2556673377246407e-17 2.0276618859117135e-18 
