|Wavelength|                  Flux|            Flux_error|
|    double|                double|                double|
|        nm|           W / (m2 nm)|           W / (m2 nm)|
|      null|                  null|                  null|
      336.0  4.571577238929924e-16  1.011873755683466e-16 
      338.0  4.771794185114215e-16  9.375363459622291e-17 
      340.0 4.3644634593315835e-16  8.215987487482884e-17 
      342.0  3.455389944130544e-16  5.902940486582619e-17 
      344.0 2.6751164572193087e-16  3.210673378974264e-17 
      346.0  2.358876031559469e-16  1.663781922961573e-17 
      348.0 2.6749051100887253e-16  3.743379406357798e-17 
      350.0  3.565364627541645e-16  9.505414061351545e-17 
      352.0  4.554486716682336e-16  1.367054812392815e-16 
      354.0  4.622224343169554e-16 1.0212803843293665e-16 
      356.0 3.4643193241380466e-16  3.014185192162875e-17 
      358.0  2.572644667441504e-16  1.814486199077364e-17 
      360.0  2.715738088030845e-16  5.604674092708948e-17 
      362.0 3.1544891538607654e-16  8.004211008429687e-17 
      364.0  3.170034970267689e-16  6.768285305296196e-17 
      366.0 2.9036917726829664e-16 5.0704274517024524e-17 
      368.0  2.915391352451225e-16 5.5244512269488674e-17 
      370.0  3.201103379971344e-16  6.418411892820888e-17 
      372.0 3.1930625983494657e-16  5.670219698973922e-17 
      374.0  2.741818357855204e-16  5.062709924147712e-17 
      376.0  2.423625413926076e-16  6.733951866377521e-17 
      378.0  2.660782427037505e-16  8.194514538847395e-17 
      380.0   2.87892913309906e-16 5.1357156244289243e-17 
      382.0 2.3695042873338526e-16  3.989651457652594e-18 
      384.0  1.609374646464299e-16  1.014576264865581e-17 
      386.0 1.6196030005641555e-16 4.7838150822755194e-17 
      388.0 2.3748411298657997e-16  9.689536977773193e-17 
      390.0 2.8646138543423906e-16    7.8526961729109e-17 
      392.0 2.5634377115583673e-16 2.0778648694743885e-17 
      394.0 1.9978876876243924e-16  7.693168352261759e-18 
      396.0 2.0572750205936808e-16 2.5701138645875937e-17 
      398.0  3.025158861862165e-16  9.125768792954407e-17 
      400.0 4.3283846851872534e-16 1.3228664051109479e-16 
      402.0  5.139394897692762e-16 1.1990495509029068e-16 
      404.0  5.081997265817392e-16  7.461842104171849e-17 
      406.0  4.586351159623596e-16  4.568221089620395e-17 
      408.0 4.4125768976121064e-16   6.49654770085096e-17 
      410.0  4.958763212772837e-16   1.20686887990828e-16 
      412.0  5.915841149566478e-16  1.687622099962663e-16 
      414.0  6.564250157175067e-16  1.709027847587025e-16 
      416.0  6.315411396489009e-16 1.2298787775595382e-16 
      418.0  5.242149778308832e-16   5.84271287063294e-17 
      420.0 4.0022131248708825e-16  2.121089768138164e-17 
      422.0 3.3659499117430535e-16  3.429725732515013e-17 
      424.0 3.6899468490819375e-16  8.527778289386483e-17 
      426.0  4.722093852430517e-16 1.3834175131146703e-16 
      428.0  5.815873457646738e-16 1.6027796446569128e-16 
      430.0  6.434588859784173e-16 1.4309179111587826e-16 
      432.0   6.45390289588361e-16 1.0565832806474142e-16 
      434.0  6.191813251103142e-16  7.914932676828981e-17 
      436.0  6.163621069947656e-16  8.627151586879594e-17 
      438.0  6.712070837462395e-16 1.2785998412153749e-16 
      440.0  7.781561394550142e-16 1.8394142718746016e-16 
      442.0  9.026834136910996e-16  2.275859765417266e-16 
      444.0 1.0018176010299001e-15 2.4032435187085324e-16 
      446.0  1.050833390179343e-15 2.2168892239557984e-16 
      448.0 1.0549505155487833e-15 1.8765552150265388e-16 
      450.0  1.043993724873916e-15 1.6104942237506704e-16 
      452.0 1.0557633029882592e-15 1.5977538178867066e-16 
      454.0 1.1140166736666962e-15  1.882577913259763e-16 
      456.0 1.2159036768739967e-15 2.3630300000699835e-16 
      458.0 1.3378688846989983e-15 2.8562250996182513e-16 
      460.0 1.4410773175567461e-15  3.174191275674741e-16 
      462.0 1.4966295959402253e-15 3.2186815737219505e-16 
