|Wavelength|                  Flux|            Flux_error|
|    double|                double|                double|
|        nm|           W / (m2 nm)|           W / (m2 nm)|
|      null|                  null|                  null|
      336.0 1.2877389803446126e-15  1.807612886045235e-16 
      338.0 1.2274431136626878e-15 1.6588309975962378e-16 
      340.0 1.1097768788371408e-15 1.5144021215055026e-16 
      342.0  9.631062846563784e-16 1.3484551768943674e-16 
      344.0  9.152471276384865e-16 1.2871875742045297e-16 
      346.0  9.383372616747595e-16 1.3060713167509495e-16 
      348.0  9.339059125536474e-16 1.3106366292925174e-16 
      350.0  9.122374010370441e-16 1.2956186738231385e-16 
      352.0  1.018962904868898e-15 1.4462635072201144e-16 
      354.0 1.1879615542539064e-15 1.6723867979481373e-16 
      356.0 1.1044032974878862e-15 1.5435908787388637e-16 
      358.0  8.442813427560619e-16 1.1716416405670816e-16 
      360.0  7.465033561861259e-16 1.0192104527957151e-16 
      362.0  8.534377591274798e-16 1.1577219938855328e-16 
      364.0 1.0078408467536883e-15 1.3857392960211585e-16 
      366.0 1.0832854270179057e-15  1.509683449255134e-16 
      368.0 1.0995966188405811e-15 1.5347015931993872e-16 
      370.0 1.0960735440012806e-15 1.5198420303160648e-16 
      372.0 1.0199484048291625e-15 1.3952100960115993e-16 
      374.0  8.297095620607357e-16  1.148231082378218e-16 
      376.0  6.501067826713578e-16  9.080599015512315e-17 
      378.0  6.690137151191063e-16  9.453069581916147e-17 
      380.0  8.181449587861354e-16  1.152110190509566e-16 
      382.0  8.051918553932462e-16 1.1140097690230013e-16 
      384.0 5.5340640039741995e-16  8.087034462836068e-17 
      386.0   3.50445051736457e-16  5.591753313323841e-17 
      388.0  4.420350201031425e-16  6.786934500538823e-17 
      390.0  7.098057736193541e-16 1.0155019002780414e-16 
      392.0  8.857027010854788e-16 1.2223522032850506e-16 
      394.0  8.824530092065058e-16 1.2149064654489675e-16 
      396.0  8.499882406392094e-16 1.1887117583075214e-16 
      398.0  9.770212306046162e-16 1.3894042223060774e-16 
      400.0 1.2928588288798249e-15 1.8376250332410062e-16 
      402.0 1.6546192782346833e-15 2.3335254437456245e-16 
      404.0 1.8667358316753998e-15 2.6238921320885833e-16 
      406.0 1.8669041957652437e-15 2.6272202459020425e-16 
      408.0 1.7519640339467035e-15  2.471807359080531e-16 
      410.0  1.680141395843344e-15 2.3770947826383786e-16 
      412.0  1.737618042723127e-15 2.4586368194086007e-16 
      414.0  1.884911528983375e-15  2.653218841661727e-16 
      416.0   1.98697637874563e-15 2.7818681064875884e-16 
      418.0 1.9477255844232324e-15   2.72506020789583e-16 
      420.0 1.7790172314753596e-15 2.5017106348496284e-16 
      422.0 1.5907318694517304e-15 2.2604855618160715e-16 
      424.0  1.510610025495675e-15    2.1733986775281e-16 
      426.0 1.5982333932011801e-15 2.3144309608561125e-16 
      428.0 1.8049228516722577e-15  2.614430445960606e-16 
      430.0  2.030072778203837e-15 2.9420108108065797e-16 
      432.0  2.180530366475309e-15  3.169822388256414e-16 
      434.0 2.2279293529464937e-15  3.252455148759635e-16 
      436.0 2.2219660284421027e-15 3.2556492109416236e-16 
      438.0  2.242771272167631e-15  3.294628250059116e-16 
      440.0 2.3384664734384847e-15  3.439928347264266e-16 
      442.0 2.5158107026799278e-15  3.700421930365165e-16 
      444.0 2.7332402055862737e-15 4.0168283201964794e-16 
      446.0 2.9335112199646716e-15 4.3101781565608876e-16 
      448.0 3.0743677198270532e-15  4.521679817401918e-16 
      450.0  3.147103150599395e-15  4.637632469242161e-16 
      452.0  3.178618373785915e-15  4.695008885864724e-16 
      454.0 3.2073885151086006e-15   4.74902118749149e-16 
      456.0 3.2588058212302713e-15  4.836744395570238e-16 
      458.0 3.3432936219321902e-15  4.973021195984278e-16 
      460.0 3.4368280067221033e-15  5.121532273486058e-16 
